ID|CO(GT)|Season|PT08.S1(CO)|PT08.S2(NMHC)|PT08.S2_NMHC_to_PT08.S1_CO_Ratio|NMHC(GT)|NOx(GT)|PT08.S3(NOx)|NO2(GT)|PT08.S4(NO2)|PT08.S5(O3)|RH
238|4,1|Spring|1571.0|1297.0|0.8255887969446213|327.0|314.0|730.0|162.0|1973.0|1729.0|33,3
239|-200|Fall|1640.0|1503.0|0.9164634146341464|-200.0|-200.0|431.0|-200.0|2094.0|1894.0|56,9
240|2,6|Winter|1288.0|1112.0|0.8633540372670807|-200.0|346.0|560.0|150.0|1492.0|1380.0|59,6
241|0,8|Winter|947.0|580.0|0.6124604012671595|-200.0|81.0|978.0|72.0|894.0|572.0|48,6
242|-200|Winter|869.0|594.0|0.6835443037974683|-200.0|103.0|1326.0|66.0|935.0|835.0|64,6
243|2,6|Winter|951.0|953.0|1.0021030494216614|-200.0|460.0|812.0|157.0|1022.0|1055.0|36,5
244|1,7|Fall|1071.0|936.0|0.8739495798319328|-200.0|209.0|695.0|63.0|1516.0|1249.0|72,4
245|2,6|Spring|1425.0|1068.0|0.7494736842105263|-200.0|166.0|776.0|107.0|1764.0|1341.0|52,3
246|2,8|Summer|1199.0|1152.0|0.9608006672226855|-200.0|176.0|685.0|125.0|1897.0|1242.0|37,8
247|-200|Winter|1332.0|997.0|0.7484984984984985|-200.0|345.0|601.0|130.0|1304.0|1783.0|68,7
248|2,1|Summer|1168.0|1160.0|0.9931506849315068|-200.0|140.0|671.0|132.0|1784.0|1193.0|17,5
249|2,9|Summer|1320.0|1210.0|0.9166666666666666|-200.0|263.0|595.0|147.0|2052.0|1477.0|40,0
250|5,0|Winter|1517.0|1403.0|0.924851680949242|-200.0|827.0|451.0|198.0|1579.0|2195.0|51,4
251|1,4|Winter||750.0|0.80042689434365|-200.0|263.0|1386.0|102.0|1141.0|790.0|55,4
252|0,7|Spring|998.0|856.0|0.8577154308617234|-200.0|65.0|894.0|62.0|1488.0|926.0|54,7
253|6,6|Fall|1705.0|1562.0|0.9161290322580645|-200.0|1172.0|473.0|232.0|1988.0|2197.0|64,9
254|1,5|Spring|1135.0|842.0|0.7418502202643171|-200.0|84.0|872.0|83.0|1653.0|973.0|62,5
255|5,6|Winter|1464.0|1421.0|0.9706284153005464|-200.0|611.0|457.0|227.0|1542.0|1746.0|43,4
256|1,4|Winter|902.0|689.0|0.7638580931263859|-200.0|177.0|995.0|128.0|838.0|719.0|41,1
257|2,2|Spring|1185.0|992.0|0.8371308016877637|245.0|138.0|942.0|97.0|1448.0|1014.0|21,7
258|3,5|Spring|1336.0|1326.0|0.9925149700598802|-200.0|188.0|674.0|125.0|1923.0|1255.0|27,5
259|1,6|Spring||828.0|0.6704453441295547|57.0|118.0|1055.0|83.0|1527.0|1093.0|60,0
260||Fall||||||||||
261|1,1|Spring|953.0|830.0|0.8709338929695698|-200.0|88.0|986.0|86.0|1521.0|860.0|56,5
262|2|Summer|1079.0|1004.0|0.9304911955514366|-200.0|175.0|713.0|111.0|1628.0|1302.0|43,0
263|0,7|Fall||522.0|0.6641221374045801|-200.0|97.0|1253.0|68.0|910.0|699.0|61,0
264|2,3|Summer|1078.0|1116.0|1.0352504638218925|-200.0|157.0|815.0|137.0|1761.0|1013.0|15,3
265|1,5|Winter|884.0|822.0|0.9298642533936652|-200.0|300.0|909.0|110.0|968.0|807.0|23,5
266|2,2|Spring|1232.0|1062.0|0.862012987012987|-200.0|155.0|787.0|117.0|1707.0|1092.0|30,0
267|1,3|Spring|1020.0|727.0|0.7127450980392157|70.0|81.0|1153.0|85.0|1391.0|631.0|75,2
268|3,4|Spring|1446.0|1224.0|0.8464730290456431|-200.0|445.0|471.0|153.0|1706.0|1450.0|47,4
269|1,5|Winter|1168.0|797.0|0.6823630136986302|-200.0|251.0|698.0|111.0|1235.0|1022.0|59,7
270|0,7|Winter|-200.0|-200.0|1.0|-200.0|109.0|-200.0|92.0|-200.0|-200.0|-200
271|-200|Winter|1071.0|808.0|0.7544351073762838|-200.0|221.0|757.0|101.0|1046.0|1172.0|65,9
272|1,4|Winter|987.0|816.0|0.8267477203647416|-200.0|236.0|816.0|156.0|959.0|821.0|33,5
273|-200|Fall|1182.0|1064.0|0.9001692047377327|-200.0|-200.0|653.0|-200.0|1616.0|1217.0|56,6
274|0,6|Spring|904.0|565.0|0.625|-200.0|81.0|942.0|61.0|1144.0|752.0|72,5
275|4,5|Fall|1495.0|1465.0|0.979933110367893|-200.0|597.0|451.0|158.0|2043.0|1786.0|48,3
276|7,2|Spring|1663.0|1597.0|0.9603126879134095|-200.0|874.0|366.0|230.0|1906.0|2159.0|35,6
277|1,5|Fall|1073.0|838.0|0.7809878844361603|-200.0|178.0|768.0|63.0|1549.0|892.0|68,4
278|1,9|Spring|1061.0|908.0|0.8557964184731386|155.0|141.0|968.0|99.0|1455.0|890.0|29,1
279|-200|Fall|942.0|871.0|0.9246284501061571|-200.0|-200.0|832.0|-200.0|1314.0|765.0|46,5
280|11,5|Fall|1918.0|1958.0|1.0208550573514077|-200.0|1358.0|335.0|190.0|2477.0|2237.0|76,2
281|-200|Fall|851.0|726.0|0.8531139835487661|-200.0|124.0|897.0|42.0|1277.0|799.0|77,9
282|1,6|Winter|1124.0|790.0|0.702846975088968|-200.0|258.0|791.0|137.0|1071.0|1206.0|41,3
283|0,1|Spring|762.0|581.0|0.7624671916010499|-200.0|41.0|1588.0|45.0|1277.0|434.0|46,1
284|2,3|Summer|1141.0|1095.0|0.9596844872918493|-200.0|119.0|642.0|92.0|1816.0|1139.0|44,6
285|-200|Summer|974.0|919.0|0.9435318275154004|-200.0|-200.0|976.0|-200.0|1638.0|909.0|49,2
286|-200|Spring|1178.0|949.0|0.8056027164685908|-200.0|-200.0|847.0|-200.0|1653.0|1047.0|57,8
287|1,9|Winter|968.0|920.0|0.9504132231404959|-200.0|299.0|831.0|128.0|991.0|882.0|32,6
288|0,4|Fall|941.0|832.0|0.8841657810839533|-200.0|234.0|914.0|125.0|970.0|964.0|42,8
289|-200|Summer|881.0|715.0|0.811577752553916|-200.0|-200.0|955.0|-200.0|1352.0|502.0|23,4
290|2,1|Winter|1117.0|876.0|0.7842435094001791|-200.0|300.0|706.0|123.0|1264.0|1057.0|64,7
291|-200,0|Winter|785.0|504.0|0.6420382165605095|-200.0|66.0|1306.0|57.0|760.0|387.0|41,8
292|0,7|Winter|880.0|610.0|0.6931818181818182|-200.0|101.0|2095.0|59.0|1150.0|711.0|78,0
293|-200|Summer|1281.0|1469.0|1.146760343481655|-200.0|287.0|491.0|136.0|2179.0|1669.0|36,6
294|-200|Summer|957.0|705.0|0.7366771159874608|-200.0|-200.0|857.0|-200.0|1578.0|843.0|63,7
295|1,1|Spring|961.0|702.0|0.7304890738813735|-200.0|150.0|849.0|102.0|1070.0|527.0|33,8
296|3,6|Fall|1512.0|1282.0|0.8478835978835979|-200.0|450.0|498.0|95.0|1899.0|1554.0|48,2
297|-200|Summer|1102.0|1007.0|0.9137931034482759|-200.0|120.0|777.0|131.0|1534.0|880.0|16,4
298|-200|Spring|1105.0|1000.0|0.9049773755656109|-200.0|-200.0|847.0|-200.0|1573.0|1208.0|42,1
299|1,3|Fall|953.0|858.0|0.9003147953830011|-200.0|136.0|742.0|79.0|1544.0|780.0|58,5
300|0,9|Spring|963.0|885.0|0.9190031152647975|-200.0|84.0|1102.0|90.0|1447.0|695.0|19,6
301|4,1|Winter|1410.0|1363.0|0.9666666666666667|-200.0|696.0|690.0|187.0|1515.0|2014.0|42,8
302|1,2|Fall|932.0|740.0|0.7939914163090128|-200.0|167.0|926.0|92.0|1180.0|774.0|69,9
303|2,6|Summer||1173.0|1.1139601139601139|-200.0|189.0|785.0|140.0|1808.0|981.0|20,8
304|2,2|Fall||1166.0|0.9906542056074766|-200.0|297.0|621.0|75.0|1667.0|1157.0|62,5
305|0,6|Spring|942.0|586.0|0.6220806794055201|-200.0|41.0|1480.0|46.0|1373.0|432.0|54,0
306|-200|Winter|928.0|759.0|0.8178879310344828|-200.0|-200.0|871.0|-200.0|1040.0|775.0|45,4
307|0,8|Fall|882.0|713.0|0.808390022675737|-200.0|71.0|978.0|57.0|1343.0|731.0|53,0
308|4|Summer|1342.0|1377.0|1.026080476900149|-200.0|261.0|567.0|181.0|2017.0|1515.0|21,3
309|0,9|Spring|835.0|691.0|0.8275449101796407|-200.0|52.0|1265.0|67.0|1182.0|517.0|25,9
310|1,6|Winter|1039.0|845.0|0.8132820019249278|-200.0|300.0|775.0|142.0|993.0|1268.0|60,9
311|2,1|Spring||961.0|0.9581256231306082|-200.0|235.0|702.0|156.0|1041.0|770.0|13,5
312|0,6|Spring|926.0|639.0|0.6900647948164147|60.0|34.0|1115.0|54.0|1409.0|814.0|60,1
313|2,6|Fall|667.0|689.0|1.0329835082458771|-200.0|207.0|1210.0|120.0|709.0|620.0|14,3
314|-200,0|Winter|973.0|806.0|0.828365878725591|-200.0|202.0|851.0|126.0|994.0|926.0|29,3
315|2,3|Spring|1354.0|1084.0|0.8005908419497785|-200.0|369.0|502.0|158.0|1380.0|1651.0|45,2
316|1,5|Winter|895.0|660.0|0.7374301675977654|-200.0|238.0|975.0|155.0|826.0|596.0|46,8
317|1,2|Summer|970.0|900.0|0.9278350515463918|-200.0|79.0|909.0|93.0|1524.0|664.0|17,5
318|1|Spring|974.0|635.0|0.6519507186858317|68.0|-200.0|1159.0|-200.0|1387.0|778.0|68,5
319|1,9|Winter|1033.0|820.0|0.7938044530493708|-200.0|360.0|740.0|198.0|1114.0|870.0|79,8
320|1|Summer|857.0|769.0|0.897316219369895|-200.0|52.0|1006.0|69.0|1390.0|759.0|34,9
321|-200|Fall|1244.0|1141.0|0.9172025723472669|-200.0|-200.0|571.0|-200.0|1671.0|1337.0|71,3
322|-200|Fall|930.0|741.0|0.7967741935483871|-200.0|125.0|849.0|48.0|1392.0|843.0|71,3
323|1,8|Summer|938.0|987.0|1.0522388059701493|-200.0|134.0|862.0|111.0|1597.0|817.0|25,8
324|-200|Spring|1343.0|1299.0|0.9672375279225615|-200.0|-200.0|694.0|-200.0|1945.0|1542.0|30,6
325|-200|Summer|984.0|854.0|0.8678861788617886|-200.0|73.0|964.0|43.0|1751.0|885.0|62,0
326|1,5|Summer|1019.0|913.0|0.8959764474975466|-200.0|78.0|840.0|94.0|1428.0|759.0|17,2
327|1,2|Summer|1069.0|983.0|0.9195509822263798|-200.0|87.0|749.0|88.0|1627.0|1357.0|30,2
328|-200|Fall|906.0|809.0|0.8929359823399559|-200.0|-200.0|878.0|-200.0|1272.0|787.0|58,3
329|0,9|Spring|1060.0|686.0|0.6471698113207547|-200.0|107.0|830.0|73.0|1110.0|445.0|32,1
330|1,2|Spring|1153.0|947.0|0.821335646140503|-200.0|107.0|795.0|80.0|1643.0|1076.0|52,9
331|2,7|Winter|-200.0|-200.0|1.0|-200.0|345.0|-200.0|194.0|-200.0|-200.0|-200
332|3,5|Fall|1121.0|1190.0|1.0615521855486174|-200.0|604.0|673.0|188.0|1297.0|1264.0|25,9
333|2,1|Spring||952.0|0.8285465622280244|205.0|144.0|845.0|108.0|1577.0|1204.0|54,1
334|2,2|Summer|1076.0|1057.0|0.9823420074349443|-200.0|189.0|778.0|140.0|1633.0|1076.0|18,0
335|3,1|Spring|1341.0|1176.0|0.8769574944071589|454.0|167.0|748.0|135.0|1825.0|1347.0|33,8
336|1,1|Winter|892.0|668.0|0.7488789237668162|-200.0|180.0|1017.0|121.0|872.0|632.0|35,0
337|-200|Spring|1078.0|841.0|0.7801484230055659|-200.0|-200.0|920.0|-200.0|1595.0|962.0|63,3
338|2,7|Fall|1290.0|1244.0|0.9643410852713178|-200.0|293.0|604.0|103.0|1853.0|1415.0|50,8
339|1,5|Spring|1044.0|845.0|0.8093869731800766|-200.0|280.0|710.0|150.0|1158.0|909.0|45,9
340|1,3|Summer|937.0|853.0|0.9103521878335112|-200.0|-200.0|962.0|-200.0|1604.0|969.0|53,6
341|2,8|Summer|1023.0|1127.0|1.1016617790811338|-200.0|206.0|760.0|126.0|1635.0|982.0|18,3
342|-200|Fall|1374.0|1346.0|0.9796215429403202|-200.0|-200.0|519.0|-200.0|1910.0|1614.0|49,0
343|1,7|Spring|1262.0|911.0|0.7218700475435816|-200.0|95.0|948.0|99.0|1545.0|1062.0|64,2
344|2,1|Spring|1317.0|952.0|0.7228549734244495|-200.0|366.0|541.0|124.0|1443.0|1393.0|57,5
345|-200|Spring||649.0|0.6853220696937699|-200.0|-200.0|1154.0|-200.0|1459.0|608.0|72,9
346|4,6|Spring|1475.0|1351.0|0.9159322033898305|-200.0|294.0|625.0|165.0|2006.0|1696.0|41,1
347|-200|Spring|892.0|579.0|0.649103139013453|-200.0|-200.0|1309.0|-200.0|1396.0|441.0|71,9
348|-200|Summer|1263.0|1279.0|1.0126682501979414|-200.0|182.0|559.0|105.0|2132.0|1388.0|50,9
349|0,8|Winter|-200.0|-200.0|1.0|-200.0|120.0|-200.0|99.0|-200.0|-200.0|-200
350|2,2|Fall|1046.0|890.0|0.8508604206500956|-200.0|300.0|791.0|142.0|1109.0|1195.0|47,5
351|1,4|Fall|964.0|814.0|0.8443983402489627|-200.0|-200.0|850.0|-200.0|1369.0|689.0|28,3
352|3,1|Summer|1136.0|1250.0|1.1003521126760563|-200.0|172.0|722.0|143.0|1940.0|1124.0|24,1
353|3,4|Winter|1386.0|1228.0|0.886002886002886|-200.0|531.0|479.0|152.0|1546.0|1578.0|59,7
354|0,9|Spring|911.0|743.0|0.8155872667398463|-200.0|41.0|1052.0|54.0|1370.0|739.0|43,4
355|2,3|Spring|1069.0|923.0|0.8634237605238541|-200.0|228.0|735.0|162.0|1036.0|875.0|33,2
356|1,8|Fall|969.0|962.0|0.9927760577915377|-200.0|244.0|829.0|107.0|1316.0|856.0|28,3
357|0,9|Spring|1004.0|646.0|0.6434262948207171|-200.0|166.0|823.0|111.0|1054.0|989.0|58,0
358|5,9|Spring|1765.0|1507.0|0.8538243626062323|926.0|289.0|533.0|149.0|2271.0|1895.0|44,1
359|0,6|Summer|840.0|654.0|0.7785714285714286|-200.0|-200.0|1124.0|-200.0|1489.0|614.0|58,4
360|3,5|Spring||1199.0|0.73423147581139|-200.0|215.0|734.0|136.0|1919.0|1417.0|51,6
361|0,7|Fall|812.0|664.0|0.8177339901477833|-200.0|79.0|1212.0|57.0|1215.0|518.0|44,5
362|0,6|Summer|839.0|678.0|0.8081048867699643|-200.0|-200.0|1062.0|-200.0|1478.0|622.0|50,2
363|6,3|Fall|1673.0|1643.0|0.982068141063957|-200.0|572.0|436.0|182.0|2259.0|1781.0|50,0
364|-200|Summer|789.0|584.0|0.7401774397972116|-200.0|18.0|1107.0|27.0|1457.0|571.0|62,2
365|-200,0|Winter|1045.0|694.0|0.6641148325358852|-200.0|168.0|911.0|124.0|1025.0|805.0|66,0
366|0,8|Summer|793.0|703.0|0.8865069356872636|-200.0|48.0|1222.0|64.0|1439.0|627.0|49,0
367|3,2|Spring||1186.0|0.906035141329259|-200.0|192.0|649.0|104.0|1973.0|1308.0|70,8
368|1,6|Summer|-200.0|-200.0|1.0|-200.0|96.0|-200.0|92.0|-200.0|-200.0|-200
369|7,3|Fall|1769.0|1624.0|0.9180327868852459|-200.0|1189.0|396.0|233.0|2041.0|2202.0|67,6
370|0,5|Summer|826.0|666.0|0.8062953995157385|-200.0|-200.0|1109.0|-200.0|1349.0|641.0|34,8
371|0,4|Winter|902.0|548.0|0.6075388026607539|-200.0|54.0|1063.0|49.0|1024.0|617.0|68,9
372|2,8|Summer|1193.0|1160.0|0.972338642078793|-200.0|231.0|630.0|153.0|1927.0|1281.0|45,5
373|1,6|Spring|1093.0|858.0|0.7849954254345837|-200.0|96.0|975.0|95.0|1495.0|816.0|37,0
374|1,5|Spring|972.0|880.0|0.9053497942386831|-200.0|89.0|964.0|72.0|1590.0|689.0|60,5
375|1,0|Spring|1010.0|656.0|0.6495049504950495|-200.0|166.0|815.0|84.0|1260.0|809.0|77,8
376|1|Spring|1038.0|684.0|0.6589595375722543|57.0|85.0|1220.0|93.0|1279.0|688.0|38,5
377|-200|Fall|1488.0|1653.0|1.1108870967741935|-200.0|-200.0|388.0|-200.0|2537.0|1782.0|54,0
378|2,3|Summer|1171.0|1093.0|0.9333902647309992|-200.0|117.0|669.0|105.0|1862.0|1205.0|45,3
379|4,6|Winter|1352.0|1191.0|0.8809171597633136|-200.0|658.0|570.0|169.0|1362.0|1796.0|51,2
380|0,5|Spring|842.0|565.0|0.671021377672209|-200.0|-200.0|1327.0|-200.0|1399.0|437.0|66,9
381|-200|Spring|1124.0|793.0|0.7055160142348754|-200.0|-200.0|965.0|-200.0|1521.0|791.0|65,0
382|2,6|Winter|1177.0|987.0|0.8385726423109601|-200.0|429.0|692.0|119.0|1324.0|1229.0|54,5
383|3,4|Winter|1480.0|1186.0|0.8013513513513514|-200.0|615.0|498.0|229.0|1382.0|1882.0|54,7
384|-200|Spring|1026.0|960.0|0.935672514619883|-200.0|-200.0|1072.0|-200.0|1471.0|1078.0|36,3
385|4,2|Spring|1480.0|1324.0|0.8945945945945946|460.0|215.0|622.0|122.0|2162.0|1623.0|54,4
386|4|Fall|1475.0|1324.0|0.8976271186440677|-200.0|475.0|490.0|115.0|1925.0|1530.0|57,9
387|0,9|Fall|947.0|798.0|0.8426610348468849|-200.0|108.0|869.0|79.0|1276.0|943.0|50,3
388|1,5|Spring||837.0|0.8567041965199591|109.0|96.0|1038.0|80.0|1413.0|646.0|30,9
389|1,3|Fall|1006.0|765.0|0.7604373757455268|-200.0|174.0|848.0|88.0|1239.0|807.0|61,7
390|0,3|Summer|950.0|754.0|0.7936842105263158|-200.0|38.0|1003.0|53.0|1325.0|551.0|13,6
391|1,7|Fall|1021.0|979.0|0.9588638589618022|-200.0|248.0|798.0|95.0|1580.0|958.0|58,3
392|0,5|Fall|823.0|630.0|0.7654921020656136|-200.0|69.0|1033.0|35.0|1253.0|748.0|71,9
393|-200|Spring|1070.0|883.0|0.8252336448598131|-200.0|-200.0|942.0|-200.0|1625.0|925.0|79,4
394|2,1|Spring|1109.0|935.0|0.8431018935978359|195.0|147.0|882.0|95.0|1518.0|1026.0|30,2
395|1,3|Summer|1056.0|802.0|0.759469696969697|-200.0|52.0|824.0|47.0|1620.0|670.0|30,7
396|1,2|Fall|1074.0|767.0|0.7141527001862198|-200.0|143.0|814.0|58.0|1489.0|796.0|61,6
397|2,4|Summer|1126.0|1058.0|0.9396092362344582|-200.0|168.0|765.0|115.0|1879.0|1061.0|38,8
398|3,8|Spring|1407.0|1249.0|0.8877043354655295|426.0|213.0|720.0|129.0|1932.0|1276.0|43,1
399|0,3|Fall||412.0|0.6367851622874807|-200.0|39.0|1964.0|29.0|779.0|274.0|36,1
400|0,4|Winter|844.0|454.0|0.5379146919431279|-200.0|-200.0|1327.0|-200.0|908.0|385.0|86,6
401|2,8|Spring|1353.0|1096.0|0.8100517368810052|320.0|195.0|774.0|130.0|1783.0|1159.0|69,1
402|2,1|Winter|1169.0|895.0|0.7656116338751069|-200.0|318.0|681.0|192.0|1201.0|1106.0|81,5
403|2,2|Winter|-200.0|-200.0|1.0|-200.0|228.0|-200.0|157.0|-200.0|-200.0|-200
404|2,1|Spring|1120.0|931.0|0.83125|-200.0|118.0|886.0|89.0|1652.0|971.0|46,1
405|0,7|Spring|826.0|560.0|0.6779661016949152|41.0|25.0|1424.0|39.0|1197.0|402.0|42,5
406|2,3|Spring|1125.0|1016.0|0.9031111111111111|-200.0|148.0|910.0|117.0|1564.0|991.0|27,1
407|0,9|Winter|1039.0|777.0|0.7478344562078922|-200.0|-200.0|778.0|-200.0|1031.0|1082.0|72,2
408|1,2|Winter|939.0|637.0|0.678381256656017|-200.0|129.0|960.0|106.0|883.0|607.0|47,9
409|1|Summer|871.0|761.0|0.8737083811710677|-200.0|61.0|1015.0|60.0|1346.0|520.0|15,3
410|-200|Spring|945.0|726.0|0.7682539682539683|-200.0|-200.0|1053.0|-200.0|1432.0|637.0|55,3
411|0,6|Fall|798.0|600.0|0.7518796992481203|-200.0|-200.0|1151.0|-200.0|1049.0|543.0|78,1
412|3,1|Fall|1064.0|1055.0|0.9915413533834586|-200.0|412.0|738.0|138.0|1242.0|1063.0|43,0
413|3,5|Spring|1278.0|1147.0|0.8974960876369327|-200.0|438.0|505.0|185.0|1536.0|1890.0|52,6
414|1,8|Fall|1130.0|915.0|0.8097345132743363|-200.0|-200.0|697.0|-200.0|1281.0|1205.0|80,3
415|1,2|Summer|963.0|774.0|0.8037383177570093|-200.0|62.0|839.0|64.0|1621.0|758.0|51,3
416|2,6|Spring||-200.0|1.0|196.0|250.0|-200.0|111.0|-200.0|-200.0|-200
417|3,1|Winter|1240.0|1140.0|0.9193548387096774|-200.0|590.0|567.0|164.0|1388.0|1433.0|63,6
418|7,3|Fall|1821.0|1673.0|0.9187259747391543|-200.0|1201.0|371.0|215.0|2119.0|2201.0|71,0
419|2,3|Spring|1133.0|933.0|0.823477493380406|300.0|133.0|969.0|99.0|1552.0|923.0|69,7
420|-200|Fall|838.0|700.0|0.8353221957040573|-200.0|112.0|936.0|41.0|1268.0|744.0|79,9
421|1,3|Spring|1070.0|739.0|0.6906542056074766|-200.0|155.0|767.0|109.0|1070.0|1186.0|65,9
422|2,3|Spring|1150.0|925.0|0.8043478260869565|211.0|152.0|865.0|116.0|1576.0|820.0|61,4
423|7,5|Winter|-200.0|-200.0|1.0|-200.0|1186.0|-200.0|231.0|-200.0|-200.0|-200
424|1,0|Winter|984.0|803.0|0.8160569105691057|-200.0|211.0|813.0|142.0|1012.0|772.0|56,7
425|4,5|Fall|1368.0|1334.0|0.9751461988304093|-200.0|660.0|529.0|173.0|1547.0|1653.0|48,9
426|2,1|Fall|1210.0|978.0|0.8082644628099174|-200.0|508.0|666.0|111.0|1332.0|1237.0|79,3
427||Fall||||||||||
428|1,9|Summer|1041.0|979.0|0.9404418828049952|-200.0|169.0|837.0|125.0|1705.0|1053.0|36,6
429|1,7|Winter|1064.0|785.0|0.7377819548872181|-200.0|210.0|769.0|116.0|1184.0|946.0|64,6
430|0,3|Spring|875.0|622.0|0.7108571428571429|-200.0|35.0|1167.0|58.0|1331.0|656.0|41,5
431|3,2|Summer|1190.0|1203.0|1.0109243697478991|-200.0|118.0|658.0|119.0|1967.0|1056.0|43,2
432|1,2|Fall|980.0|873.0|0.8908163265306123|-200.0|141.0|1088.0|98.0|1258.0|949.0|30,5
433|2,5|Winter|1253.0|1030.0|0.8220271348762969|-200.0|464.0|590.0|137.0|1351.0|1368.0|62,3
434|-200|Summer|1013.0|913.0|0.9012833168805529|-200.0|-200.0|717.0|-200.0|1685.0|785.0|50,4
435|0,9|Fall|981.0|790.0|0.8053007135575942|-200.0|147.0|817.0|47.0|1390.0|898.0|70,1
436|1,5|Summer|1079.0|1019.0|0.9443929564411492|-200.0|108.0|749.0|113.0|1559.0|929.0|14,3
437|-200|Summer|939.0|853.0|0.9084132055378061|-200.0|96.0|890.0|81.0|1528.0|679.0|26,4
438|2,2|Summer|1090.0|1120.0|1.0275229357798166|-200.0|195.0|743.0|130.0|1629.0|1283.0|10,2
439|1,7|Winter||845.0|0.8316929133858267|-200.0|270.0|771.0|134.0|987.0|818.0|31,7
440|-200,0|Spring|972.0|542.0|0.5576131687242798|-200.0|103.0|1029.0|65.0|1056.0|443.0|75,3
441|3,7|Spring|1388.0|1372.0|0.9884726224783862|-200.0|272.0|601.0|140.0|2105.0|1449.0|49,4
442|1,5|Winter|933.0|714.0|0.7652733118971061|-200.0|227.0|899.0|133.0|927.0|706.0|49,5
443|3,4|Fall|1414.0|1279.0|0.9045261669024045|-200.0|414.0|504.0|118.0|1854.0|1583.0|52,4
444|4,7|Spring|1620.0|1407.0|0.8685185185185185|710.0|215.0|641.0|154.0|2052.0|1567.0|40,1
445|1,5|Fall|1089.0|1024.0|0.9403122130394858|-200.0|180.0|831.0|111.0|1452.0|1182.0|31,5
446|0,4|Fall|791.0|519.0|0.6561314791403287|-200.0|43.0|1291.0|31.0|1295.0|540.0|79,0
447|1,8|Spring|1081.0|992.0|0.9176688251618872|-200.0|147.0|959.0|119.0|1680.0|935.0|47,2
448|3,2|Fall|1133.0|1280.0|1.1297440423654015|-200.0|341.0|595.0|149.0|1791.0|1093.0|22,0
449|0,1|Fall|808.0|636.0|0.7871287128712872|-200.0|101.0|1120.0|75.0|862.0|770.0|52,2
450|-200|Summer|717.0|570.0|0.7949790794979079|-200.0|-200.0|1326.0|-200.0|1110.0|368.0|17,1
451|-200|Spring|815.0|569.0|0.698159509202454|-200.0|-200.0|1361.0|-200.0|1344.0|534.0|60,1
452|2,1|Spring|1324.0|940.0|0.7099697885196374|100.0|146.0|924.0|121.0|1587.0|1423.0|51,0
453|-200|Summer|939.0|743.0|0.7912673056443025|-200.0|-200.0|894.0|-200.0|1539.0|675.0|49,4
454|3,1|Winter|-200.0|-200.0|1.0|-200.0|516.0|-200.0|168.0|-200.0|-200.0|-200
455|-200|Summer|1271.0|1308.0|1.029110936270653|-200.0|-200.0|517.0|-200.0|2007.0|1411.0|50,6
456|1,0|Winter|866.0|652.0|0.7528868360277137|-200.0|143.0|1060.0|98.0|857.0|573.0|30,8
457|1,1|Fall|1000.0|807.0|0.807|-200.0|95.0|811.0|52.0|1376.0|825.0|46,7
458|1,5|Spring|1258.0|1052.0|0.8362480127186009|-200.0|354.0|551.0|172.0|1297.0|1205.0|33,3
459|1,4|Spring|970.0|677.0|0.6979381443298969|-200.0|166.0|888.0|113.0|931.0|613.0|23,7
460|2|Summer|1037.0|1075.0|1.0366441658630665|-200.0|172.0|789.0|151.0|1604.0|917.0|13,9
461|-200|Winter|885.0|572.0|0.6463276836158192|-200.0|-200.0|1081.0|-200.0|1031.0|612.0|64,8
462|3,9|Spring|1445.0|1263.0|0.8740484429065744|-200.0|551.0|464.0|194.0|1500.0|1844.0|37,3
463|1,0|Spring|948.0|684.0|0.7215189873417721|-200.0|180.0|851.0|120.0|1011.0|599.0|40,8
464|0,5|Fall|817.0|588.0|0.7197062423500612|-200.0|55.0|1134.0|37.0|1310.0|589.0|71,3
465|0,3|Winter|781.0|409.0|0.5236875800256082|-200.0|25.0|1664.0|25.0|669.0|252.0|50,3
466|1|Summer|-200.0|-200.0|1.0|-200.0|63.0|-200.0|59.0|-200.0|-200.0|-200
467|0,4|Summer|738.0|610.0|0.8265582655826558|-200.0|14.0|1281.0|24.0|1204.0|404.0|16,9
468|3,0|Winter|1107.0|1134.0|1.024390243902439|-200.0|482.0|639.0|167.0|1172.0|1299.0|23,5
469|3,6|Fall|1164.0|1227.0|1.0541237113402062|-200.0|318.0|658.0|104.0|1800.0|1193.0|53,1
470|0,5|Winter|959.0|771.0|0.8039624608967675|-200.0|217.0|852.0|138.0|975.0|808.0|35,4
471|0,6|Winter|879.0|495.0|0.5631399317406144|-200.0|75.0|1147.0|73.0|753.0|623.0|44,6
472|3|Spring|1182.0|1119.0|0.9467005076142132|-200.0|219.0|733.0|121.0|1831.0|1032.0|65,5
473|-200|Summer|837.0|809.0|0.966547192353644|-200.0|60.0|940.0|78.0|1355.0|615.0|27,7
474|0,7|Fall|852.0|713.0|0.8368544600938967|-200.0|92.0|1029.0|53.0|1203.0|749.0|58,3
475|-200|Summer|1140.0|963.0|0.8447368421052631|-200.0|122.0|669.0|102.0|1815.0|918.0|78,8
476|1,8|Summer|1091.0|1038.0|0.9514207149404217|-200.0|103.0|744.0|99.0|1786.0|1088.0|36,8
477|2,6|Summer|1299.0|1225.0|0.9430331023864511|-200.0|179.0|620.0|102.0|2077.0|1327.0|49,7
478|0,6|Winter|907.0|644.0|0.7100330760749725|-200.0|152.0|1028.0|104.0|902.0|732.0|47,9
