ID|CO(GT)|Season|PT08.S1(CO)|PT08.S2(NMHC)|PT08.S2_NMHC_to_PT08.S1_CO_Ratio|NMHC(GT)|NOx(GT)|PT08.S3(NOx)|NO2(GT)|PT08.S4(NO2)|PT08.S5(O3)
1017|4,2|Winter|1435.0|1341.0|0.9344947735191638|-200.0|804.0|501.0|131.0|1787.0|1480.0
1018|1,1|Winter|-200.0|-200.0|1.0|-200.0|115.0|-200.0|91.0|-200.0|-200.0
1019|1,1|Winter|935.0|689.0|0.7368983957219252|-200.0|225.0|894.0|118.0|949.0|871.0
1020|3,7|Spring|1407.0|1279.0|0.9090262970859986|-200.0|163.0|660.0|120.0|2009.0|1308.0
1021|2,8|Fall|1231.0|1134.0|0.9212022745735174|-200.0|448.0|587.0|87.0|1572.0|1143.0
1022|1,5|Winter|953.0|771.0|0.8090241343126967|-200.0|248.0|905.0|145.0|936.0|895.0
1023|0,9|Spring|972.0|639.0|0.6574074074074074|66.0|47.0|1222.0|70.0|1256.0|678.0
1024|2,7|Winter|1277.0|1175.0|0.9201252936570086|-200.0|366.0|531.0|137.0|1480.0|1397.0
1025|1|Summer|-200.0|-200.0|1.0|-200.0|48.0|-200.0|60.0|-200.0|-200.0
1026|1,4|Spring|898.0|741.0|0.8251670378619154|-200.0|79.0|1085.0|76.0|1468.0|589.0
1027|2,2|Spring|1294.0|1083.0|0.8369397217928902|208.0|121.0|770.0|108.0|1687.0|1321.0
1028|3,2|Fall|1317.0|1283.0|0.9741837509491268|-200.0|487.0|518.0|114.0|1812.0|1601.0
1029|0,7|Spring|909.0|615.0|0.6765676567656765|44.0|57.0|1237.0|49.0|1322.0|790.0
1030|-200|Spring|1070.0|952.0|0.8897196261682243|-200.0|-200.0|858.0|-200.0|1573.0|966.0
1031|-200|Fall|1065.0|893.0|0.8384976525821596|-200.0|-200.0|819.0|-200.0|1397.0|799.0
1032|-200|Spring|1117.0|802.0|0.7179946284691137|-200.0|85.0|1029.0|87.0|1539.0|818.0
1033|1,1|Summer|889.0|831.0|0.9347581552305961|-200.0|74.0|956.0|79.0|1570.0|760.0
1034|2,5|Summer|1216.0|1130.0|0.9292763157894737|-200.0|117.0|655.0|115.0|1994.0|1246.0
1035|1,6|Spring|1203.0|823.0|0.684123025768911|-200.0|89.0|1004.0|84.0|1526.0|903.0
1036|1,2|Summer|1067.0|938.0|0.8791002811621368|-200.0|102.0|825.0|99.0|1520.0|912.0
1037|4,3|Winter|1337.0|1143.0|0.8548990276738968|-200.0|693.0|560.0|205.0|1236.0|1769.0
1038|-200|Spring|888.0|597.0|0.6722972972972973|-200.0|-200.0|1242.0|-200.0|1428.0|671.0
1039|-200|Spring|752.0|515.0|0.6848404255319149|-200.0|-200.0|1472.0|-200.0|1068.0|436.0
1040|1,3|Summer|1004.0|814.0|0.8107569721115537|-200.0|57.0|808.0|61.0|1520.0|602.0
1041|2,3|Summer|1186.0|1151.0|0.9704890387858347|-200.0|166.0|680.0|157.0|1686.0|1235.0
1042|-200|Summer|1066.0|890.0|0.8348968105065666|-200.0|-200.0|747.0|-200.0|1690.0|906.0
1043|3,4|Fall|1374.0|1222.0|0.8893740902474527|-200.0|602.0|516.0|160.0|1582.0|1671.0
1044|1,5|Fall|1230.0|990.0|0.8048780487804879|-200.0|151.0|652.0|71.0|1559.0|1111.0
1045|2,2|Winter|908.0|886.0|0.9757709251101322|-200.0|353.0|922.0|142.0|947.0|835.0
1046|3,3|Spring|1314.0|1150.0|0.8751902587519026|503.0|181.0|726.0|126.0|1784.0|1083.0
1047|0,6|Winter|-200.0|-200.0|1.0|-200.0|120.0|-200.0|100.0|-200.0|-200.0
1048|0,7|Summer|792.0|637.0|0.8042929292929293|-200.0|31.0|1249.0|43.0|1400.0|559.0
1049|1,6|Summer|951.0|880.0|0.92534174553102|-200.0|89.0|920.0|84.0|1539.0|637.0
1050|-200|Spring|1020.0|863.0|0.846078431372549|-200.0|-200.0|933.0|-200.0|1492.0|1074.0
1051|0,4|Spring|835.0|472.0|0.5652694610778443|23.0|33.0|1756.0|49.0|1117.0|314.0
1052|0,3|Spring|832.0|719.0|0.8641826923076923|-200.0|52.0|1318.0|59.0|1299.0|502.0
1053|0,2|Spring|735.0|407.0|0.5537414965986395|-200.0|37.0|1677.0|33.0|579.0|232.0
1054|-200|Summer|1116.0|1063.0|0.9525089605734767|-200.0|140.0|736.0|138.0|1571.0|980.0
1055|-200|Fall|823.0|590.0|0.7168894289185905|-200.0|-200.0|1125.0|-200.0|1241.0|624.0
1056|2,0|Winter|1094.0|967.0|0.8839122486288848|-200.0|355.0|682.0|203.0|1147.0|1136.0
1057|1|Fall|976.0|780.0|0.7991803278688525|-200.0|-200.0|795.0|-200.0|1467.0|898.0
1058|3,9|Spring|1467.0|1292.0|0.8807089297886844|-200.0|210.0|698.0|138.0|1942.0|1439.0
1059|-200|Spring|871.0|628.0|0.7210103329506314|-200.0|-200.0|1243.0|-200.0|1329.0|518.0
1060|0,6|Spring|833.0|553.0|0.6638655462184874|40.0|40.0|1476.0|45.0|1180.0|373.0
1061|-200,0|Winter|771.0|410.0|0.5317769130998703|-200.0|-200.0|1622.0|-200.0|765.0|283.0
1062|0,7|Spring|936.0|611.0|0.6527777777777778|-200.0|134.0|911.0|89.0|949.0|741.0
1063|1,8|Fall|963.0|887.0|0.9210799584631361|-200.0|268.0|853.0|112.0|1311.0|938.0
1064|-200|Summer|1209.0|1082.0|0.8949545078577337|-200.0|143.0|685.0|133.0|1662.0|978.0
1065|0,8|Fall|774.0|569.0|0.7351421188630491|-200.0|100.0|1222.0|58.0|984.0|434.0
1066|3,4|Summer|1201.0|1278.0|1.064113238967527|-200.0|278.0|657.0|174.0|1892.0|1302.0
1067|1,7|Fall|974.0|764.0|0.784394250513347|-200.0|196.0|910.0|107.0|1029.0|992.0
1068|1,1|Summer|844.0|759.0|0.8992890995260664|-200.0|-200.0|1005.0|-200.0|1409.0|848.0
1069|0,9|Spring|1005.0|713.0|0.709452736318408|64.0|103.0|1130.0|78.0|1363.0|924.0
1070|3,7|Winter|1489.0|1193.0|0.8012088650100738|-200.0|670.0|497.0|148.0|1475.0|1776.0
1071|-200|Fall|875.0|754.0|0.8617142857142858|-200.0|-200.0|961.0|-200.0|1296.0|591.0
1072|1,8|Spring|1078.0|932.0|0.8645640074211502|137.0|99.0|905.0|100.0|1511.0|951.0
1073|1,3|Fall|1029.0|904.0|0.8785228377065112|-200.0|-200.0|709.0|-200.0|1460.0|992.0
1074|0,9|Summer|929.0|752.0|0.8094725511302476|-200.0|51.0|955.0|64.0|1385.0|544.0
1075|4,6|Fall|1275.0|1294.0|1.0149019607843137|-200.0|-200.0|570.0|-200.0|1605.0|1280.0
1076|3,1|Spring|1192.0|1196.0|1.0033557046979866|-200.0|508.0|581.0|204.0|1222.0|1450.0
1077|0,6|Fall|820.0|674.0|0.8219512195121951|-200.0|104.0|1024.0|64.0|1188.0|790.0
1078|0,3|Fall|866.0|763.0|0.8810623556581986|-200.0|160.0|1018.0|106.0|859.0|775.0
1079|1,9|Spring|1048.0|925.0|0.8826335877862596|-200.0|284.0|721.0|137.0|1022.0|941.0
1080|1,3|Summer|933.0|831.0|0.8906752411575563|-200.0|105.0|888.0|72.0|1514.0|710.0
1081|4|Fall|1209.0|1262.0|1.04383788254756|-200.0|614.0|618.0|135.0|1708.0|1392.0
1082|-200|Spring|1083.0|1051.0|0.9704524469067405|-200.0|-200.0|939.0|-200.0|1390.0|898.0
1083|0,6|Spring|933.0|574.0|0.6152197213290461|-200.0|95.0|937.0|63.0|1201.0|646.0
1084|3,4|Winter|-200.0|-200.0|1.0|-200.0|561.0|-200.0|174.0|-200.0|-200.0
1085|0,7|Fall|774.0|583.0|0.7532299741602068|-200.0|98.0|1246.0|57.0|966.0|457.0
1086|0,9|Fall|863.0|531.0|0.6152954808806489|-200.0|45.0|1097.0|36.0|1095.0|606.0
1087|0,5|Spring|779.0|500.0|0.6418485237483954|-200.0|134.0|1361.0|84.0|652.0|313.0
1088|1,7|Winter|948.0|799.0|0.8428270042194093|-200.0|226.0|1539.0|105.0|1145.0|827.0
1089|1,1|Winter|866.0|613.0|0.707852193995381|-200.0|124.0|1075.0|97.0|810.0|579.0
1090|0,3|Summer|882.0|595.0|0.6746031746031746|-200.0|-200.0|1097.0|-200.0|1463.0|406.0
1091|-200,0|Winter|788.0|514.0|0.6522842639593909|-200.0|63.0|1285.0|55.0|771.0|354.0
1092|-200|Fall|877.0|769.0|0.8768529076396807|-200.0|-200.0|962.0|-200.0|1212.0|529.0
1093|2,0|Winter|-200.0|-200.0|1.0|-200.0|208.0|-200.0|144.0|-200.0|-200.0
1094|-200|Fall|1359.0|1311.0|0.9646799116997793|-200.0|-200.0|544.0|-200.0|1878.0|1311.0
1095|1,5|Fall|932.0|914.0|0.98068669527897|-200.0|192.0|837.0|105.0|1298.0|1000.0
1096|0,9|Winter|923.0|602.0|0.6522210184182016|-200.0|117.0|1028.0|98.0|831.0|599.0
1097|2,4|Fall|698.0|614.0|0.8796561604584527|-200.0|-200.0|1286.0|-200.0|718.0|591.0
1098|2,6|Winter|1238.0|1037.0|0.8376413570274637|-200.0|212.0|583.0|132.0|1388.0|1000.0
1099|1,1|Summer|857.0|775.0|0.9043173862310385|-200.0|45.0|979.0|55.0|1258.0|512.0
1100|3,7|Spring|1379.0|1252.0|0.9079042784626541|-200.0|214.0|711.0|115.0|1962.0|1237.0
1101|-200,0|Winter|898.0|624.0|0.6948775055679287|-200.0|129.0|987.0|108.0|825.0|871.0
1102|1,0|Spring|1189.0|797.0|0.6703111858704794|-200.0|312.0|688.0|174.0|1157.0|1213.0
1103|3,9|Spring|1446.0|1350.0|0.9336099585062241|-200.0|280.0|568.0|108.0|2140.0|1630.0
1104|3,1|Winter|1149.0|1124.0|0.9782419495213229|-200.0|410.0|623.0|187.0|1141.0|1405.0
1105|2,5|Winter|1060.0|1048.0|0.9886792452830189|-200.0|414.0|707.0|181.0|983.0|1246.0
1106|2,3|Winter|1111.0|877.0|0.7893789378937894|-200.0|293.0|735.0|129.0|1142.0|1104.0
1107|4|Fall|1309.0|1333.0|1.0183346065699006|-200.0|911.0|537.0|127.0|1555.0|1411.0
1108|0,5|Fall|838.0|639.0|0.7625298329355609|-200.0|72.0|963.0|48.0|1391.0|596.0
1109|2,1|Spring|1155.0|909.0|0.787012987012987|-200.0|252.0|604.0|144.0|1331.0|1244.0
1110|0,7|Spring|858.0|756.0|0.8811188811188811|-200.0|65.0|1159.0|73.0|1209.0|564.0
1111|-200|Fall|1214.0|1022.0|0.841845140032949|-200.0|-200.0|645.0|-200.0|1592.0|1235.0
1112|0,7|Winter|909.0|567.0|0.6237623762376238|-200.0|100.0|1049.0|63.0|993.0|694.0
1113|-200|Spring|-200.0|-200.0|1.0|-200.0|-200.0|-200.0|-200.0|-200.0|-200.0
1114|0,6|Winter|882.0|516.0|0.5850340136054422|-200.0|75.0|1132.0|70.0|959.0|575.0
1115|-200|Summer|1053.0|891.0|0.8461538461538461|-200.0|-200.0|690.0|-200.0|1589.0|898.0
1116|3,8|Summer|1416.0|1339.0|0.9456214689265536|-200.0|165.0|544.0|163.0|1998.0|1492.0
1117|1,2|Spring|1062.0|691.0|0.6506591337099812|32.0|53.0|1272.0|70.0|1377.0|929.0
1118|1,3|Spring|1092.0|831.0|0.760989010989011|-200.0|249.0|720.0|100.0|1143.0|1090.0
1119|1,2|Fall|981.0|860.0|0.8766564729867482|-200.0|150.0|812.0|101.0|1298.0|1059.0
1120|0,6|Summer|962.0|803.0|0.8347193347193347|-200.0|43.0|853.0|60.0|1507.0|1066.0
1121|-200|Fall|1048.0|672.0|0.6412213740458015|-200.0|-200.0|1050.0|-200.0|1438.0|556.0
1122|2,1|Spring|1215.0|912.0|0.7506172839506173|-200.0|127.0|948.0|109.0|1547.0|993.0
1123|-200|Summer|969.0|769.0|0.7936016511867905|-200.0|43.0|866.0|60.0|1485.0|1063.0
1124|4,8|Winter|1585.0|1277.0|0.8056782334384858|-200.0|845.0|456.0|173.0|1567.0|1944.0
1125|0,7|Spring|869.0|740.0|0.8515535097813579|-200.0|77.0|1296.0|70.0|1366.0|535.0
1126|1,2|Spring|1015.0|743.0|0.7320197044334975|-200.0|190.0|851.0|138.0|981.0|597.0
1127|2,2|Spring|1170.0|1009.0|0.8623931623931624|159.0|126.0|879.0|106.0|1566.0|872.0
1128|1,1|Summer|955.0|766.0|0.8020942408376963|-200.0|58.0|898.0|58.0|1597.0|620.0
1129|4,4|Fall|1630.0|1520.0|0.9325153374233128|-200.0|447.0|427.0|118.0|2166.0|1691.0
1130|0,2|Winter|905.0|620.0|0.6850828729281768|-200.0|120.0|986.0|90.0|904.0|598.0
1131|2|Fall|1189.0|965.0|0.8116063919259883|-200.0|239.0|670.0|87.0|1533.0|1060.0
1132|0,6|Spring|967.0|646.0|0.6680455015511892|-200.0|49.0|1117.0|47.0|1552.0|579.0
1133|3|Fall|1206.0|1131.0|0.9378109452736318|-200.0|493.0|592.0|106.0|1675.0|1201.0
1134|1,5|Spring|1102.0|812.0|0.7368421052631579|-200.0|235.0|693.0|158.0|1178.0|1042.0
1135|1,4|Spring|942.0|852.0|0.9044585987261147|98.0|89.0|1055.0|89.0|1318.0|540.0
1136|2,7|Fall|1146.0|1125.0|0.981675392670157|-200.0|363.0|846.0|149.0|1511.0|1016.0
1137|1,1|Winter|896.0|627.0|0.6997767857142857|-200.0|158.0|1033.0|126.0|782.0|610.0
1138|1|Spring|935.0|786.0|0.8406417112299466|-200.0|55.0|964.0|71.0|1389.0|954.0
1139|1,4|Spring|913.0|785.0|0.859802847754655|-200.0|89.0|1110.0|85.0|1273.0|692.0
1140|3,6|Winter|1522.0|1229.0|0.8074901445466491|-200.0|575.0|470.0|207.0|1488.0|1943.0
1141|-200|Summer|1247.0|1127.0|0.9037690457097033|-200.0|127.0|664.0|135.0|1761.0|1366.0
1142|1,7|Spring|1206.0|949.0|0.7868988391376451|111.0|162.0|818.0|90.0|1771.0|1116.0
1143|-200|Summer|1099.0|1048.0|0.9535941765241128|-200.0|-200.0|657.0|-200.0|1711.0|779.0
1144|1,9|Spring|1029.0|983.0|0.9552964042759962|-200.0|129.0|950.0|97.0|1470.0|879.0
1145|2,0|Winter|-200.0|-200.0|1.0|-200.0|161.0|-200.0|126.0|-200.0|-200.0
1146|2,5|Fall|1063.0|1040.0|0.9783631232361242|-200.0|341.0|739.0|101.0|1413.0|1166.0
1147|1,0|Winter|911.0|613.0|0.672886937431394|-200.0|148.0|992.0|82.0|934.0|861.0
1148|-200|Fall|1021.0|1001.0|0.980411361410382|-200.0|-200.0|731.0|-200.0|1415.0|971.0
1149|1,8|Fall|1031.0|921.0|0.8933074684772065|-200.0|-200.0|731.0|-200.0|1490.0|897.0
1150|3,5|Spring|1310.0|1207.0|0.9213740458015267|325.0|208.0|770.0|132.0|1847.0|1301.0
1151|2,1|Summer|1095.0|1032.0|0.9424657534246575|-200.0|187.0|621.0|98.0|1730.0|984.0
1152|1,2|Summer|1001.0|799.0|0.7982017982017982|-200.0|59.0|800.0|46.0|1642.0|753.0
1153|1,1|Spring|875.0|854.0|0.976|-200.0|111.0|1160.0|85.0|1200.0|595.0
1154|-200|Fall|843.0|748.0|0.8873072360616845|-200.0|-200.0|999.0|-200.0|1179.0|505.0
1155|0,7|Summer|956.0|784.0|0.8200836820083682|-200.0|57.0|928.0|62.0|1634.0|934.0
1156|-200|Spring|924.0|774.0|0.8376623376623377|-200.0|-200.0|987.0|-200.0|1460.0|909.0
1157|1,3|Winter|989.0|731.0|0.7391304347826086|-200.0|226.0|815.0|149.0|936.0|1018.0
1158|4,1|Winter|1407.0|1292.0|0.9182658137882018|-200.0|679.0|643.0|155.0|1638.0|1694.0
1159|3,4|Summer|1124.0|1289.0|1.146797153024911|-200.0|265.0|765.0|153.0|1863.0|1132.0
1160|3,8|Fall|1277.0|1277.0|1.0|-200.0|401.0|586.0|188.0|1846.0|1226.0
1161|-200|Spring|1195.0|1072.0|0.897071129707113|-200.0|-200.0|799.0|-200.0|1609.0|1144.0
1162|3,8|Winter|-200.0|-200.0|1.0|-200.0|589.0|-200.0|267.0|-200.0|-200.0
1163|1,7|Winter|1032.0|791.0|0.7664728682170543|-200.0|242.0|793.0|156.0|915.0|1278.0
1164|1,6|Spring|1094.0|850.0|0.7769652650822669|124.0|130.0|970.0|88.0|1489.0|871.0
1165|1,4|Fall|906.0|885.0|0.9768211920529801|-200.0|-200.0|872.0|-200.0|1304.0|912.0
1166|2,1|Spring|1063.0|877.0|0.8250235183443085|114.0|115.0|971.0|89.0|1481.0|811.0
1167|-200|Summer|1198.0|1209.0|1.0091819699499165|-200.0|-200.0|779.0|-200.0|2058.0|1213.0
1168|1,8|Fall|1155.0|804.0|0.6961038961038961|-200.0|232.0|815.0|81.0|1510.0|773.0
1169|3,7|Summer|1297.0|1353.0|1.0431765612952968|-200.0|281.0|588.0|154.0|2128.0|1690.0
1170|2,4|Fall|1148.0|1149.0|1.0008710801393728|-200.0|329.0|924.0|152.0|1473.0|1047.0
1171|1,0|Winter|1007.0|677.0|0.6722939424031777|-200.0|116.0|863.0|97.0|1053.0|848.0
1172|1,0|Winter|887.0|649.0|0.7316798196166855|-200.0|166.0|1009.0|104.0|854.0|588.0
1173|1,1|Winter|877.0|642.0|0.7320410490307868|-200.0|176.0|1037.0|112.0|859.0|565.0
1174|1,4|Summer|1036.0|859.0|0.8291505791505791|-200.0|73.0|900.0|83.0|1645.0|860.0
1175|3,2|Spring|1476.0|1219.0|0.825880758807588|-200.0|487.0|459.0|141.0|1673.0|1561.0
1176|2,6|Fall|1378.0|1177.0|0.8541364296081277|-200.0|238.0|548.0|92.0|1775.0|1266.0
1177|0,9|Spring|949.0|640.0|0.6743940990516333|-200.0|167.0|902.0|112.0|909.0|971.0
1178|-200|Spring|1018.0|879.0|0.8634577603143418|-200.0|-200.0|950.0|-200.0|1574.0|685.0
1179|1,0|Winter|1004.0|918.0|0.9143426294820717|-200.0|294.0|752.0|177.0|1033.0|990.0
1180|0,7|Spring|927.0|638.0|0.6882416396979504|-200.0|224.0|949.0|134.0|846.0|949.0
1181|3,0|Winter|-200.0|-200.0|1.0|-200.0|379.0|-200.0|143.0|-200.0|-200.0
1182|-200|Winter|970.0|642.0|0.6618556701030928|-200.0|-200.0|922.0|-200.0|1107.0|704.0
1183|3,3|Summer|1197.0|1249.0|1.0434419381787803|-200.0|158.0|698.0|125.0|1986.0|1132.0
1184|0,9|Spring|984.0|681.0|0.6920731707317073|-200.0|224.0|852.0|101.0|1020.0|970.0
1185|2,0|Winter|1174.0|873.0|0.7436115843270868|-200.0|288.0|672.0|137.0|1300.0|1071.0
1186|0,7|Fall|920.0|688.0|0.7478260869565218|-200.0|67.0|920.0|47.0|1317.0|820.0
1187|-200|Winter|962.0|883.0|0.9178794178794178|-200.0|-200.0|818.0|-200.0|996.0|896.0
1188|1,4|Fall|973.0|850.0|0.8735868448098664|-200.0|395.0|868.0|165.0|1213.0|852.0
1189|0,4|Fall|851.0|618.0|0.7262044653349001|-200.0|66.0|1099.0|52.0|1351.0|642.0
1190|2,2|Spring|1332.0|923.0|0.6929429429429429|129.0|144.0|952.0|98.0|1614.0|1225.0
1191|0,6|Spring|893.0|540.0|0.6047032474804032|46.0|43.0|1604.0|51.0|1268.0|413.0
1192|2,0|Winter|1051.0|820.0|0.780209324452902|-200.0|285.0|778.0|122.0|1087.0|1009.0
1193|1,1|Fall|1060.0|825.0|0.7783018867924528|-200.0|277.0|854.0|147.0|967.0|1338.0
1194|0,9|Winter|890.0|601.0|0.6752808988764045|-200.0|101.0|1053.0|82.0|803.0|391.0
1195|2,2|Fall|1202.0|1021.0|0.8494176372712147|-200.0|-200.0|649.0|-200.0|1644.0|1226.0
1196|0,3|Spring|775.0|477.0|0.6154838709677419|26.0|-200.0|1722.0|-200.0|1115.0|335.0
1197|-200|Summer|907.0|832.0|0.9173098125689085|-200.0|-200.0|868.0|-200.0|1492.0|808.0
1198|-200|Spring|1236.0|1304.0|1.0550161812297734|-200.0|-200.0|822.0|-200.0|1868.0|1237.0
1199|-200|Spring|1136.0|1187.0|1.044894366197183|-200.0|-200.0|904.0|-200.0|1735.0|1127.0
1200|2,1|Spring|1048.0|1068.0|1.0190839694656488|-200.0|147.0|869.0|110.0|1573.0|993.0
1201|4,5|Fall|1464.0|1358.0|0.9275956284153005|-200.0|732.0|477.0|169.0|1719.0|1711.0
1202|1,7|Spring|1147.0|914.0|0.7968613775065388|-200.0|215.0|633.0|113.0|1233.0|801.0
1203|-200|Summer|1062.0|909.0|0.8559322033898306|-200.0|-200.0|764.0|-200.0|1687.0|867.0
1204|1,6|Fall|1105.0|905.0|0.8190045248868778|-200.0|239.0|734.0|72.0|1576.0|950.0
1205|1,6|Spring|1255.0|958.0|0.7633466135458168|-200.0|260.0|579.0|117.0|1420.0|1215.0
1206|-200,0|Winter|1066.0|880.0|0.8255159474671669|-200.0|313.0|784.0|181.0|946.0|1240.0
1207|2,8|Winter|1161.0|996.0|0.8578811369509044|-200.0|471.0|639.0|281.0|1067.0|1396.0
1208|-200|Fall|1108.0|1051.0|0.9485559566787004|-200.0|-200.0|640.0|-200.0|1616.0|1199.0
1209|-200|Fall|1337.0|1302.0|0.9738219895287958|-200.0|417.0|507.0|139.0|1786.0|1465.0
1210|2,4|Spring|1152.0|1014.0|0.8802083333333334|-200.0|208.0|774.0|122.0|1714.0|1139.0
1211|1,8|Winter|1049.0|863.0|0.8226882745471878|-200.0|350.0|826.0|198.0|923.0|979.0
1212|4,1|Fall|1318.0|1226.0|0.9301972685887708|-200.0|521.0|543.0|83.0|1848.0|1365.0
1213|3,8|Spring|1408.0|1278.0|0.9076704545454546|592.0|275.0|682.0|114.0|1928.0|1481.0
1214|3|Fall|1324.0|1181.0|0.8919939577039275|-200.0|360.0|565.0|115.0|1747.0|1318.0
1215|3,3|Summer|1131.0|1194.0|1.0557029177718833|-200.0|172.0|726.0|125.0|1907.0|1009.0
1216|1,6|Summer|1058.0|894.0|0.8449905482041588|-200.0|84.0|736.0|76.0|1648.0|825.0
1217|1,2|Summer|979.0|818.0|0.8355464759959143|-200.0|57.0|797.0|72.0|1590.0|732.0
1218|2,2|Summer|1128.0|1082.0|0.9592198581560284|-200.0|95.0|675.0|105.0|1817.0|1066.0
1219|1,7|Summer|1063.0|919.0|0.8645343367826905|-200.0|46.0|735.0|60.0|1676.0|821.0
1220|1,8|Summer|1079.0|1020.0|0.9453197405004634|-200.0|89.0|754.0|92.0|1760.0|1014.0
1221|3|Winter|1263.0|997.0|0.7893903404592241|-200.0|-200.0|625.0|-200.0|1140.0|1960.0
1222|2,5|Spring|-200.0|-200.0|1.0|194.0|141.0|-200.0|117.0|-200.0|-200.0
1223|0,6|Summer|841.0|699.0|0.83115338882283|-200.0|17.0|1123.0|30.0|1508.0|558.0
1224|-200|Summer|814.0|657.0|0.8071253071253072|-200.0|-200.0|1086.0|-200.0|1332.0|429.0
1225|3,7|Spring|1513.0|1338.0|0.88433575677462|-200.0|214.0|764.0|156.0|1957.0|1397.0
1226|3,3|Winter|1383.0|1314.0|0.9501084598698482|-200.0|524.0|785.0|188.0|1538.0|1793.0
1227|4|Fall|1449.0|1291.0|0.8909592822636301|-200.0|718.0|482.0|138.0|1580.0|1817.0
1228|0,8|Spring|1016.0|647.0|0.6368110236220472|-200.0|117.0|824.0|85.0|1090.0|937.0
1229|1,1|Winter|1022.0|729.0|0.713307240704501|-200.0|-200.0|803.0|-200.0|1139.0|1034.0
1230|2,1|Winter|901.0|843.0|0.9356270810210877|-200.0|309.0|1061.0|121.0|907.0|751.0
1231|1,1|Summer|967.0|826.0|0.8541882109617374|-200.0|68.0|821.0|61.0|1639.0|822.0
1232|1,9|Spring|1138.0|1015.0|0.8919156414762741|-200.0|140.0|854.0|103.0|1604.0|1115.0
1233|1,6|Winter|999.0|821.0|0.8218218218218218|-200.0|263.0|846.0|174.0|915.0|926.0
1234|2,1|Winter|1106.0|850.0|0.7685352622061483|-200.0|373.0|727.0|219.0|997.0|1281.0
1235|2,0|Spring|1042.0|910.0|0.8733205374280231|-200.0|438.0|774.0|181.0|922.0|1216.0
1236|-200|Winter|994.0|903.0|0.9084507042253521|-200.0|-200.0|781.0|-200.0|1079.0|922.0
1237|-200|Fall|990.0|942.0|0.9515151515151515|-200.0|-200.0|776.0|-200.0|1359.0|986.0
1238|2,5|Summer|1156.0|1144.0|0.9896193771626297|-200.0|154.0|651.0|115.0|1832.0|1216.0
1239|1,3|Fall|1136.0|885.0|0.7790492957746479|-200.0|348.0|806.0|163.0|1006.0|1403.0
1240|2,6|Fall|1165.0|1131.0|0.9708154506437768|-200.0|332.0|609.0|99.0|1640.0|1196.0
1241|6,8|Fall|1713.0|1728.0|1.0087565674255692|-200.0|715.0|390.0|140.0|2386.0|1919.0
1242|2,7|Spring|1390.0|1028.0|0.739568345323741|230.0|197.0|829.0|126.0|1730.0|1002.0
1243|1,7|Spring|1026.0|1061.0|1.03411306042885|-200.0|133.0|982.0|115.0|1564.0|814.0
1244|4,1|Winter|1712.0|1239.0|0.7237149532710281|-200.0|671.0|443.0|229.0|1488.0|2411.0
1245|2,5|Winter|994.0|1005.0|1.011066398390342|-200.0|348.0|832.0|145.0|1054.0|1009.0
1246|2,6|Winter|1037.0|981.0|0.9459980713596914|-200.0|388.0|721.0|139.0|1000.0|1086.0
1247|1,7|Fall|1147.0|964.0|0.8404533565823888|-200.0|165.0|668.0|60.0|1517.0|1116.0
1248|-200|Summer|925.0|656.0|0.7091891891891892|-200.0|-200.0|967.0|-200.0|1440.0|917.0
1249|0,6|Fall|692.0|546.0|0.7890173410404624|-200.0|92.0|1347.0|70.0|697.0|500.0
1250|1,3|Spring|1076.0|770.0|0.7156133828996283|-200.0|195.0|721.0|134.0|1093.0|1107.0
1251|2,4|Winter|1101.0|934.0|0.8483197093551317|-200.0|333.0|751.0|116.0|1085.0|1208.0
1252|-200|Fall|836.0|647.0|0.7739234449760766|-200.0|65.0|985.0|37.0|1271.0|777.0
1253|3,3|Spring|1330.0|1145.0|0.8609022556390977|-200.0|597.0|537.0|188.0|1399.0|1668.0
1254|2,7|Winter|1381.0|1045.0|0.7566980448950036|-200.0|496.0|541.0|221.0|1307.0|1706.0
1255|-200|Spring|985.0|780.0|0.7918781725888325|-200.0|-200.0|1017.0|-200.0|1444.0|791.0
1256|1,7|Fall|1071.0|934.0|0.8720821661998133|-200.0|179.0|763.0|94.0|1504.0|942.0
1257|-200|Summer|1118.0|1084.0|0.9695885509838998|-200.0|104.0|684.0|127.0|1723.0|838.0
1258|1,4|Spring|1012.0|746.0|0.7371541501976284|93.0|86.0|1174.0|86.0|1301.0|555.0
1259|3,3|Fall|1269.0|1247.0|0.9826635145784082|-200.0|415.0|597.0|180.0|1813.0|1441.0
1260|1,3|Fall|923.0|733.0|0.7941495124593716|-200.0|316.0|962.0|150.0|1124.0|740.0
1261|-200|Spring|854.0|481.0|0.563231850117096|-200.0|17.0|1756.0|27.0|1304.0|396.0
1262|-200|Spring|-200.0|-200.0|1.0|-200.0|-200.0|-200.0|-200.0|-200.0|-200.0
1263|2,3|Summer|-200.0|-200.0|1.0|-200.0|128.0|-200.0|116.0|-200.0|-200.0
1264|0,3|Summer|734.0|538.0|0.7329700272479565|-200.0|19.0|1449.0|30.0|1400.0|514.0
1265|2,0|Spring|1130.0|933.0|0.8256637168141593|-200.0|254.0|608.0|147.0|1373.0|1389.0
1266|-200|Spring|792.0|501.0|0.6325757575757576|-200.0|21.0|1554.0|25.0|1252.0|354.0
1267|1,4|Fall|1028.0|773.0|0.7519455252918288|-200.0|153.0|877.0|76.0|1194.0|871.0
